codigo,nome,populacao,idhm,rdpc,seca,enchente,calor,ameaca,capacidade,peso,cluster,arquetipo,ameaca_futura,tendencia
2902658,Banzaê,13251,0.579,228.54,0.6357337051524625,0.17506577035542867,0.6652741967144885,0.9095855362043421,0.579,0.003543095781026549,2,Seca (sertao) (moderada),0.993009227972551,Estavel
2902708,Barra,54225,0.557,183.03,0.9921549215895644,0.3914895684953711,0.7811084584792607,1.0,0.557,0.004049139279628024,2,Seca (sertao) (moderada),0.9158054272504567,Estavel
2902807,Barra da Estiva,20198,0.575,270.66,0.46946147915522124,0.2953915806842461,0.587010945003104,0.6869201110942026,0.575,0.002694364188722567,0,Seca (sertao) (baixa),0.6879684567062276,Estavel
2902906,Barra do Choça,30831,0.551,266.13,0.5785151756789185,0.29848421610849235,0.546843541209722,0.7374973803841753,0.551,0.0030187475383407227,0,Seca (sertao) (baixa),0.7001449330598849,Estavel
2903003,Barra do Mendes,13128,0.63,292.41,0.7238142999546955,0.39312574061265065,0.5103622778046153,0.7501246428798258,0.63,0.002685411190394631,2,Seca (sertao) (moderada),0.7017194920818408,Estavel
2903102,Barra do Rocha,5515,0.577,304.56,0.43763568180578083,0.15399684120668525,0.13244447007713742,0.5685498635933407,0.577,0.002222340788392277,0,Seca (sertao) (baixa),0.5168943836602785,Estavel
2903201,Barreiras,158432,0.721,602.82,0.8118981434672994,0.3416068648025339,0.35044416766705455,0.7733535838131246,0.721,0.002419138585166666,3,Enchente / chuva extrema (baixa),0.6091446162565288,Estavel
2903235,Barro Alto,15171,0.607,247.32,0.7290919037140687,0.3688319211315752,0.459927036463063,0.7485394424996812,0.607,0.0027812748528003484,2,Seca (sertao) (moderada),0.6855344790971061,Estavel
2903276,Barrocas,16225,0.61,284.41,0.7333040432543737,0.018688852145847402,0.6191579937639157,1.0,0.61,0.0036973288176275565,2,Seca (sertao) (moderada),1.0,Agravando
2903300,Barro Preto,5312,0.602,287.6,0.27583796595022114,0.6591171165285129,0.7662163603524091,0.3902317561919946,0.602,0.001461988740548944,1,Enchente / chuva extrema (moderada),0.4615625022254979,Estavel
2903409,Belmonte,23540,0.598,289.9,0.4433726189835023,0.4180930157854249,0.35648818345158645,0.4872193512363827,0.598,0.001837558846450784,0,Seca (sertao) (baixa),0.7872193512363828,Agravando
2903508,Belo Campo,17013,0.575,263.52,0.5918798082606258,0.297067483208486,0.5769194102886247,0.7599336698534257,0.575,0.002980751375288813,2,Seca (sertao) (moderada),0.7403848343222814,Estavel
2903607,Biritinga,15989,0.538,209.37,0.7029352092350174,0.032977026271372105,0.60718402955686,1.0,0.538,0.004192138622217118,2,Seca (sertao) (moderada),1.0,Estavel
2903706,Boa Nova,12039,0.567,223.48,0.46193318014593565,0.2548087498870758,0.3995972334253597,0.6295585090516517,0.567,0.0025042111797505817,0,Seca (sertao) (baixa),0.5812594328426712,Estavel
2903805,Boa Vista do Tupim,18491,0.551,195.71,0.6618743580291465,0.2656439164171248,0.5489906559093132,0.8143812465319396,0.551,0.003333451004203584,2,Seca (sertao) (moderada),0.786303951288797,Estavel
2903904,Bom Jesus da Lapa,70151,0.633,367.62,0.7428245403097211,0.3628452143374491,0.6440249919979185,0.8403872604508019,0.633,0.002994288628719452,2,Seca (sertao) (moderada),0.9925273155184038,Estavel
2903953,Bom Jesus da Serra,9768,0.546,223.19,0.5311697304681374,0.25931913088523023,0.5048180559030143,0.7159747144829711,0.546,0.002957487740248784,0,Seca (sertao) (baixa),0.6792582144528018,Estavel
2904001,Boninal,14518,0.612,267.7,0.42760485743195537,0.3576830774873992,0.3537959248900073,0.5173748325182047,0.612,0.0019066535546547732,0,Seca (sertao) (baixa),0.45891993191398855,Estavel
2904050,Bonito,16999,0.561,249.0,0.6135677197176779,0.4874774660066287,0.36378034893073063,0.5518955501913807,0.561,0.0022187682467847314,0,Seca (sertao) (baixa),0.4528979187550649,Estavel
2904100,Boquira,21486,0.603,266.71,0.6694215272421516,0.3308566370827627,0.5590954678257587,0.7788404516264572,0.603,0.0029130577780113807,2,Seca (sertao) (moderada),0.8315096296792981,Estavel
2904209,Botuporã,10050,0.575,235.16,0.5828879133748732,0.31557426584604065,0.5255875443193917,0.7194691314173768,0.575,0.0028220339327297223,2,Seca (sertao) (moderada),0.772396635006391,Estavel
2904308,Brejões,14155,0.597,261.14,0.3950797812804485,0.2559396426824297,0.3141759728406624,0.5492921324216402,0.597,0.0020751378804089774,0,Seca (sertao) (baixa),0.3875432534048252,Estavel
2904407,Brejolândia,10675,0.592,221.22,0.860016374496651,0.3851536052871749,0.7919294044275863,0.9636494648094079,0.592,0.003671261235070996,2,Seca (sertao) (moderada),1.0,Estavel
2904506,Brotas de Macaúbas,10705,0.57,247.49,0.7374137756428323,0.37735735647033936,0.6087412580315453,0.8118388718142056,0.57,0.003212276326627426,2,Seca (sertao) (moderada),0.814776634731084,Estavel
2904605,Brumado,67468,0.656,403.22,0.5940379111426993,0.3739282291240456,0.9991811489592921,0.889677582820163,0.656,0.0030587692757141948,2,Seca (sertao) (moderada),0.9332383200751693,Estavel
2904704,Buerarema,18269,0.613,343.23,0.2228748520707673,0.6973696047882866,0.72457944717433,0.31219321299530123,0.613,0.0011486319534680452,1,Enchente / chuva extrema (moderada),0.5592679823309512,Agravando
2904753,Buritirama,21374,0.565,184.53,0.9918106598993175,0.030843110976575768,0.15873786254968908,1.0,0.565,0.003991806334075769,0,Seca (sertao) (baixa),0.7271171992473628,Estavel
2904803,Caatiba,6232,0.561,293.78,0.5106759952245503,0.4250560953292176,0.4874625014327481,0.5817571009144085,0.561,0.002338819695869672,0,Seca (sertao) (baixa),0.4417110248953985,Estavel
2904852,Cabaceiras do Paraguaçu,19010,0.581,209.45,0.28934038246144284,0.1717539306529739,0.30876631159576645,0.5368978813694478,0.581,0.002084171575620256,0,Seca (sertao) (baixa),0.23706702386059508,Estavel
2904902,Cachoeira,33659,0.647,368.11,0.2737011997767539,0.25204276271540765,0.2884905884269785,0.46312743834616843,0.647,0.001614411126211907,3,Enchente / chuva extrema (baixa),0.18038777572298798,Estavel
2905008,Caculé,23407,0.637,382.15,0.6610884586910324,0.3774327619545936,0.5853707165394886,0.7528295271610994,0.637,0.0026654781261782304,2,Seca (sertao) (moderada),0.828001724069873,Estavel
2905107,Caém,8912,0.546,223.48,0.8339566319871173,0.43018122777556483,0.4594594424926972,0.7735103937544504,0.546,0.003195151253540821,2,Seca (sertao) (moderada),0.9128195511065151,Estavel
2905156,Caetanos,14671,0.542,224.38,0.5482395514754357,0.2808877613685346,0.6097079315551625,0.7571059673307361,0.542,0.0031504696009518962,2,Seca (sertao) (moderada),0.741091336074808,Estavel
2905206,Caetité,51184,0.625,405.31,0.6910478280853493,0.3833529485158509,0.4720611653349827,0.719393817788817,0.625,0.0025959994418840917,2,Seca (sertao) (moderada),0.8127063424611166,Estavel
2905305,Cafarnaum,18585,0.584,251.31,0.771816693808008,0.3856308740587637,0.41545320404736763,0.7453451389977905,0.584,0.0028784751669726715,2,Seca (sertao) (moderada),0.6749729029887016,Estavel
2905404,Cairu,18666,0.627,334.19,0.1506509396725928,0.8512024374377767,0.19074008877284088,0.02,0.627,7.194164525527302e-05,1,Enchente / chuva extrema (moderada),0.0,Estavel
2905503,Caldeirão Grande,13452,0.573,211.26,0.8064366691119181,0.3906124572082838,0.5045318361950601,0.8023219972660518,0.573,0.0031579990005585435,2,Seca (sertao) (moderada),0.8899723220504617,Estavel
2905602,Camacan,32023,0.581,351.84,0.24656994738681073,0.6669809943235612,0.5515854078595375,0.2740441470316476,0.581,0.0010638056910405975,1,Enchente / chuva extrema (moderada),0.5667584683296807,Agravando
2905701,Camaçari,309208,0.694,553.18,0.14345739258576515,0.753011893808678,0.11742047661906191,0.02,0.694,6.49962702810608e-05,3,Enchente / chuva extrema (baixa),0.0,Estavel
2905800,Camamu,35444,0.565,264.63,0.09815468197596866,0.8419414498406368,0.24999077583727972,0.02,0.565,7.98361266815154e-05,1,Enchente / chuva extrema (moderada),0.020445496993182793,Estavel
2905909,Campo Alegre de Lourdes,28839,0.557,199.01,0.992480716026293,0.2562242023866734,0.638025047796938,1.0,0.557,0.004049139279628024,2,Seca (sertao) (moderada),0.8758697600524565,Estavel
2906006,Campo Formoso,71754,0.586,270.05,0.854150699256101,0.22835587956794878,0.4532179222897651,0.92216150027753,0.586,0.0035491739190861636,2,Seca (sertao) (moderada),0.8934501041234566,Estavel
2906105,Canápolis,9694,0.565,217.86,0.8566443131040434,0.5124887030335796,0.7120206559442254,0.8399176642808286,0.565,0.0033527886523783373,2,Seca (sertao) (moderada),1.0,Agravando
2906204,Canarana,26468,0.587,252.39,0.8033402453975944,0.3639299320105104,0.43646298363743263,0.7894444899248834,0.587,0.0030332025147105633,2,Seca (sertao) (moderada),0.721260866509248,Estavel
2906303,Canavieiras,30722,0.59,325.61,0.2412330215734494,0.6481738933167182,0.501855295215617,0.2621937650932406,0.59,0.0010022781419046106,1,Enchente / chuva extrema (moderada),0.5621937650932406,Agravando
2906402,Candeal,8109,0.587,251.54,0.6532665879662497,0.051894248909245176,0.5683576493883428,0.9637220974973537,0.587,0.003702811694700985,2,Seca (sertao) (moderada),0.9505624174371056,Estavel
2906501,Candeias,87820,0.691,462.57,0.1364335970841056,0.7196694936450413,0.1283155384240602,0.02,0.691,6.527845379892358e-05,3,Enchente / chuva extrema (baixa),0.0,Estavel
2906600,Candiba,14415,0.591,290.99,0.7513252408694905,0.4039634554482007,0.4027838353931659,0.7142048483606784,0.591,0.0027255441661510763,2,Seca (sertao) (moderada),0.8373207754469543,Estavel
2906709,Cândido Sales,24921,0.601,268.57,0.5840846763675083,0.3221208028747772,0.5595838890606167,0.7303249642927224,0.601,0.0027406879157978407,2,Seca (sertao) (moderada),0.6893179622202024,Estavel
2906808,Cansanção,34929,0.557,216.24,0.6852457824298472,0.2745779082794448,0.7190922783497397,0.8961774197150905,0.557,0.0036287471916840626,2,Seca (sertao) (moderada),0.8355993939854558,Estavel
2906824,Canudos,16832,0.562,251.59,0.6394815075942,0.20716760028712158,0.5285052461090163,0.8313337963280306,0.562,0.0033362380522439865,2,Seca (sertao) (moderada),0.8885436338343558,Estavel
2906857,Capela do Alto Alegre,11597,0.599,299.05,0.7838969968036446,0.2412649324803366,0.6604860355290426,0.9571399367445553,0.599,0.00360384850264273,2,Seca (sertao) (moderada),0.9803837207078641,Estavel
2906873,Capim Grosso,31055,0.621,378.85,0.7628940499192541,0.33757545221085344,0.5993912594532066,0.8514427768997115,0.621,0.00309230110871369,2,Seca (sertao) (moderada),0.8644391481357905,Estavel
2906899,Caraíbas,8659,0.555,277.97,0.5942239800928847,0.318548197084092,0.6987886640848123,0.7989641940347074,0.555,0.0032467753814465405,2,Seca (sertao) (moderada),0.8057579616965995,Estavel
2906907,Caravelas,22166,0.616,394.43,0.39769179129007703,0.7085103578264812,0.28763494645025944,0.22928541310454303,0.616,0.000839486322813588,1,Enchente / chuva extrema (moderada),0.2958672723983161,Agravando
2907004,Cardeal da Silva,9395,0.552,207.42,0.21401430991758447,0.8860664528130541,0.058034600968196126,0.02,0.552,8.171632531713077e-05,1,Enchente / chuva extrema (moderada),0.0,Estavel
2907103,Carinhanha,29118,0.576,209.51,0.7737681442009493,0.43381518353352716,0.6234998220749568,0.8027662654214577,0.576,0.003143290653900737,2,Seca (sertao) (moderada),0.9908761571321698,Estavel
2907202,Casa Nova,73092,0.57,289.24,0.9516079256732857,0.23340682142964686,0.6015643802118719,1.0,0.57,0.003956790489040017,2,Seca (sertao) (moderada),0.7,Estavel
2907301,Castro Alves,26369,0.613,316.1,0.3002056561561709,0.2626830250925826,0.27957589808451555,0.46900315320482644,0.613,0.001725572452007279,0,Seca (sertao) (baixa),0.20412774785950472,Estavel
2907400,Catolândia,3619,0.582,251.21,0.8200775158527025,0.3884638316143479,0.7486132030325525,0.9171993484996726,0.582,0.0035543375007859217,2,Seca (sertao) (moderada),1.0,Agravando
2907509,Catu,55222,0.677,486.05,0.32953083921284543,0.42880747173552397,0.27821620453866835,0.37332052574107083,0.677,0.0012436870460870637,3,Enchente / chuva extrema (baixa),0.10753502042223845,Estavel
2907558,Caturama,9303,0.571,234.88,0.531928497560936,0.2643458866071661,0.5141575794253871,0.7170192942561583,0.571,0.0028321264810217913,0,Seca (sertao) (baixa),0.7614280638419946,Estavel
2907608,Central,17293,0.596,231.1,0.9402087969730483,0.2845102793228894,0.5801260029469347,0.993252897244665,0.596,0.0037586465800446395,2,Seca (sertao) (moderada),0.9584059232377621,Estavel
2907707,Chorrochó,11221,0.6,248.5,0.7872246643614573,0.14070579545859263,0.2937520488884722,0.8709712850966146,0.6,0.0032739383522423834,0,Seca (sertao) (baixa),0.5709712850966147,Melhorando
2907806,Cícero Dantas,32636,0.585,315.19,0.5884778349404012,0.23437331362744585,0.43926147003526017,0.7417126261297621,0.585,0.0028595501450641844,0,Seca (sertao) (baixa),0.7049366892285089,Estavel
2907905,Cipó,17402,0.601,312.03,0.6467739650459962,0.14135047595214023,0.6052802501981754,0.9140562490304731,0.601,0.0034301756595482204,2,Seca (sertao) (moderada),0.7548395877368755,Estavel
2908002,Coaraci,16128,0.613,366.33,0.3160712405231397,0.537846266668153,0.5721448289899834,0.41596120881132964,0.613,0.0015304187149356066,1,Enchente / chuva extrema (moderada),0.44620472033020686,Estavel
2908101,Cocos,18835,0.596,258.27,0.8381427556268393,0.46350867212318064,0.6478598309089643,0.8341267893728078,0.596,0.003156484932384182,2,Seca (sertao) (moderada),1.0,Estavel
2908200,Conceição da Feira,22933,0.634,348.39,0.33383678214732504,0.15661948644739557,0.3386640639087648,0.5886236620169677,0.634,0.0020939502985343954,0,Seca (sertao) (baixa),0.2949146324780136,Estavel
2908309,Conceição do Almeida,17087,0.606,290.98,0.281204221302944,0.29338788050854453,0.27297734573134336,0.4329383325426284,0.606,0.0016112811512061787,0,Seca (sertao) (baixa),0.1678145434190093,Estavel
2908408,Conceição do Coité,67394,0.611,309.61,0.7000114467635598,0.05717522643341519,0.6187090188917094,1.0,0.611,0.003691277542966955,2,Seca (sertao) (moderada),1.0,Estavel
2908507,Conceição do Jacuípe,33631,0.663,403.18,0.4222077655552252,0.19127694228153191,0.3964738184537746,0.6463089142513703,0.663,0.0021985914177801097,3,Enchente / chuva extrema (baixa),0.4084190763737415,Estavel
2908606,Conde,26223,0.56,246.81,0.19751917071415628,0.9429946141689539,0.029352635904674625,0.02,0.56,8.054894924117177e-05,1,Enchente / chuva extrema (moderada),0.0,Estavel
2908705,Condeúba,17113,0.582,260.07,0.624840230124025,0.3470271856148936,0.6660985443996341,0.7850507372881972,0.582,0.0030422342537938163,2,Seca (sertao) (moderada),0.8230511208908399,Estavel
2908804,Contendas do Sincorá,4025,0.577,293.12,0.49685969502027455,0.3007693861450511,0.6563864370370451,0.730546608346314,0.577,0.00285555169301894,2,Seca (sertao) (moderada),0.7406957679581463,Estavel
2908903,Coração de Maria,22391,0.592,257.21,0.4708659329886454,0.13475100894976574,0.4318394237645393,0.7314272860637941,0.592,0.002786553347103541,0,Seca (sertao) (baixa),0.4895303185757375,Estavel
2909000,Cordeiros,8667,0.579,263.24,0.6133050465475549,0.34065935636243116,0.6640296590656005,0.7811337810254779,0.579,0.003042739460785497,2,Seca (sertao) (moderada),0.8041310327206878,Estavel
2909109,Coribe,14108,0.6,237.03,0.8565155309522012,0.5240074496764274,0.6942879708896111,0.8243338757572146,0.6,0.0030986306174201595,2,Seca (sertao) (moderada),1.0,Agravando
2909208,Coronel João Sá,15549,0.535,238.18,0.528114186321804,0.3139653170696146,0.2413610297239763,0.5635817768055853,0.535,0.0023758612301468217,0,Seca (sertao) (baixa),0.4371915784843955,Estavel
2909307,Correntina,32243,0.603,285.96,0.837004684280688,0.4939278880907763,0.650077007782902,0.8134911303153257,0.603,0.0030426599691369045,2,Seca (sertao) (moderada),0.9792866049153769,Estavel
2909406,Cotegipe,13756,0.59,237.5,0.8526281107061429,0.3563570051649562,0.5191099855581012,0.8616759171017422,0.59,0.003293895782798499,2,Seca (sertao) (moderada),0.7777809386638534,Estavel
2909505,Cravolândia,5352,0.599,259.87,0.32691887485067755,0.30727618561130327,0.33090491698266605,0.47756475985877145,0.599,0.0017981394137472852,0,Seca (sertao) (baixa),0.4119080095506669,Estavel
2909604,Crisópolis,21219,0.543,232.6,0.4644615125223207,0.42653195458991805,0.3433853500179233,0.48933633350374345,0.543,0.0020324765556153142,0,Seca (sertao) (baixa),0.34539524060905336,Estavel
2909703,Cristópolis,13981,0.614,239.23,0.8493063986251582,0.3732945432167449,0.7163173841471702,0.932492488450595,0.614,0.0034252705592173714,2,Seca (sertao) (moderada),1.0,Estavel
2909802,Cruz das Almas,63923,0.699,481.8,0.2728572716231019,0.12584898998807498,0.3087149528096477,0.5577818631939412,0.699,0.0017997207490837478,3,Enchente / chuva extrema (baixa),0.2577818631939412,Estavel
2909901,Curaçá,35065,0.581,236.77,0.9382522866880489,0.04330428299972508,0.11468405228856532,0.9578051023112979,0.581,0.0037180816659762926,0,Seca (sertao) (baixa),0.6578051023112979,Melhorando
2910008,Dário Meira,10347,0.54,206.16,0.4502012036007184,0.22570551819556767,0.3206945436442864,0.6081585910192983,0.54,0.0025400425803716437,0,Seca (sertao) (baixa),0.5573624822014845,Estavel
2910057,Dias d'Ávila,83705,0.676,460.6,0.1616992272868314,0.7097672110550661,0.13645980254689236,0.02,0.676,6.672694019978726e-05,3,Enchente / chuva extrema (baixa),0.0,Estavel
2910107,Dom Basílio,12281,0.591,240.83,0.5731900455251392,0.34404751340856043,0.8243683435705618,0.8218412679567104,0.591,0.003136305611090472,2,Seca (sertao) (moderada),0.8611974226504991,Estavel
2910206,Dom Macedo Costa,4072,0.632,329.93,0.26768846287734505,0.34104920541998157,0.2643265947231714,0.3878847054221583,0.632,0.0013842147983502155,3,Enchente / chuva extrema (baixa),0.12750069890224097,Estavel
2910305,Elísio Medrado,8129,0.623,315.04,0.37543254827995365,0.2589121751136614,0.2572903136897267,0.5102653609178105,0.623,0.0018472511755549172,0,Seca (sertao) (baixa),0.29940970999717265,Estavel
2910404,Encruzilhada,15914,0.544,220.0,0.5299500970275726,0.38713571882900805,0.5540659843876071,0.6486731606682882,0.544,0.0026893352238931086,0,Seca (sertao) (baixa),0.6516102205353108,Estavel
2910503,Entre Rios,42014,0.615,338.53,0.2502209649743796,0.7702271449239335,0.11703744554927772,0.02,0.615,7.334538467488812e-05,1,Enchente / chuva extrema (moderada),0.0,Estavel
2910602,Esplanada,37902,0.589,312.58,0.20714276293137038,0.9130423645616205,0.04472036611123355,0.02,0.589,7.658304172335517e-05,1,Enchente / chuva extrema (moderada),0.0,Estavel
2910701,Euclides da Cunha,61112,0.567,269.58,0.6553405682948851,0.1301164420328441,0.821559979532372,1.0,0.567,0.003977725888452927,2,Seca (sertao) (moderada),1.0,Agravando
2910727,Eunápolis,115360,0.677,575.44,0.23540673773135687,0.6175155479967919,0.3189882979056478,0.20106835070547663,0.677,0.0006698428988175534,3,Enchente / chuva extrema (baixa),0.5010683507054766,Agravando
2910750,Fátima,17801,0.559,250.6,0.5542796523055672,0.2909481967612611,0.36440864996424,0.6489003650727647,0.559,0.00261808728430603,0,Seca (sertao) (baixa),0.5669533213156666,Estavel
2910776,Feira da Mata,5656,0.588,212.22,0.8228943418689834,0.4857753556280157,0.6958361781870523,0.8296546599156972,0.588,0.0031822767185357677,2,Seca (sertao) (moderada),1.0,Agravando
2910800,Feira de Santana,624107,0.712,662.24,0.49287547683603494,0.08863372857545541,0.4560835797037203,0.7875543305622708,0.712,0.0024947006549431326,3,Enchente / chuva extrema (baixa),0.5198240481004459,Estavel
2910859,Filadélfia,16314,0.565,250.08,0.7277772835826679,0.2922381826099869,0.5955947608796831,0.8583845323619289,0.565,0.003426504813355015,2,Seca (sertao) (moderada),0.9237742710045258,Estavel
2910909,Firmino Alves,5641,0.578,325.51,0.4276499397875581,0.4761327716407637,0.5185205141094387,0.5068210434378518,0.578,0.0019776284949178735,0,Seca (sertao) (baixa),0.450011281021261,Estavel
2911006,Floresta Azul,10525,0.557,242.04,0.3653919577269902,0.5114293358403459,0.5844457082882852,0.4709706253376948,0.557,0.0019070256586058336,1,Enchente / chuva extrema (moderada),0.49791018948584437,Estavel
2911105,Formosa do Rio Preto,26111,0.618,287.94,0.7054405001429549,0.5634245849782815,0.23366086009050246,0.5029350593953122,0.618,0.001835444880232175,3,Enchente / chuva extrema (baixa),0.20293505939531226,Melhorando
2911204,Gandu,32778,0.632,442.37,0.2756370907246051,0.48355852175385594,0.20534017293503015,0.269978369213689,0.632,0.00096345137788642,3,Enchente / chuva extrema (baixa),0.2097848118484083,Estavel
2911253,Gavião,4417,0.599,271.53,0.7256706092386921,0.25181977770134456,0.629996560690788,0.8994972792528753,0.599,0.0033868108502422955,2,Seca (sertao) (moderada),0.8541238237123783,Estavel
2911303,Gentio do Ouro,11284,0.559,207.35,0.910986650352122,0.37980976311317466,0.6945217694331782,0.9582266737612332,0.559,0.003866111355594368,2,Seca (sertao) (moderada),0.9134772492484841,Estavel
2911402,Glória,15247,0.593,266.14,0.6443342229452784,0.2291956494796874,0.3117095148440385,0.7263832711155525,0.593,0.0027626702505434107,0,Seca (sertao) (baixa),0.42638327111555246,Estavel
2911501,Gongogi,6852,0.576,234.7,0.4267566255978715,0.18593508891772753,0.16912019292019567,0.5554024413902643,0.576,0.0021747193154150763,0,Seca (sertao) (baixa),0.5081503452073141,Estavel
2911600,Governador Mangabeira,20800,0.643,322.02,0.27976836369390085,0.14783337567483654,0.3088718800509593,0.5472068681923438,0.643,0.0019193690062402468,0,Seca (sertao) (baixa),0.24720686819234378,Estavel
2911659,Guajeru,6371,0.569,241.69,0.6181009825436926,0.3540177649573885,0.7726187380736596,0.8216109365178019,0.569,0.0032566557704811826,2,Seca (sertao) (moderada),0.8689525783068937,Estavel
2911709,Guanambi,85353,0.673,496.05,0.7606166801853703,0.40958957673646035,0.37882346866354916,0.7060308226816084,0.673,0.0023660641087202695,3,Enchente / chuva extrema (baixa),0.8316669523975029,Estavel
2911808,Guaratinga,20565,0.558,258.74,0.21920687484592458,0.6298475554406193,0.37589501179672946,0.20662701108656306,0.558,0.0008351621533696503,1,Enchente / chuva extrema (moderada),0.506627011086563,Agravando
2911857,Heliópolis,12946,0.563,241.36,0.575851419893522,0.27300354109203917,0.4609550595274268,0.7164324713769905,0.563,0.0028700190366018276,0,Seca (sertao) (baixa),0.6253652351234539,Estavel
2911907,Iaçu,23950,0.574,311.24,0.6655680392429603,0.1619616678336437,0.5753099944721517,0.8991236067713275,0.574,0.0035328517933347777,2,Seca (sertao) (moderada),0.8750719883354071,Estavel
2912004,Ibiassucê,8849,0.611,350.98,0.6720304964730635,0.3807287102544571,0.5593296631434173,0.7464192959047756,0.611,0.002755240784610505,2,Seca (sertao) (moderada),0.8283227519911488,Estavel
2912103,Ibicaraí,21083,0.625,354.75,0.2854693213097899,0.6209698332825248,0.6508513644944998,0.3730956655767474,0.625,0.0013463503795231896,1,Enchente / chuva extrema (moderada),0.4451084248018904,Estavel
2912202,Ibicoara,19990,0.591,300.89,0.47168450412543766,0.2601092325979146,0.5119795250441009,0.6803641742955934,0.591,0.0025964015931365988,0,Seca (sertao) (baixa),0.6860291077844699,Estavel
2912301,Ibicuí,16262,0.584,307.49,0.4108877088008587,0.393314784275809,0.46226031765996733,0.5287337109152472,0.584,0.002041935711631921,0,Seca (sertao) (baixa),0.5165473869759301,Estavel
2912400,Ibipeba,18421,0.616,290.82,0.886488204126363,0.328597020835263,0.5543279703858655,0.917519945080105,0.616,0.0033593303401827316,2,Seca (sertao) (moderada),0.8738374186810823,Estavel
2912509,Ibipitanga,14989,0.584,249.32,0.5281912565345189,0.3115026188367107,0.4913325760803171,0.6725035355724894,0.584,0.0025971655620504043,0,Seca (sertao) (baixa),0.6944746929767904,Estavel
2912608,Ibiquera,4047,0.511,199.55,0.5526581454049826,0.39593234079440853,0.42580755364735234,0.6022061518514862,0.511,0.002657921794970232,0,Seca (sertao) (baixa),0.5214918428367785,Estavel
2912707,Ibirapitanga,23433,0.558,261.88,0.33170582577418484,0.38730006993265187,0.2346707916790862,0.38450263940665924,0.558,0.0015541145884777417,0,Seca (sertao) (baixa),0.35068171047115143,Estavel
2912806,Ibirapuã,8740,0.614,431.31,0.37397266810458174,0.6706075669794351,0.3090522523451886,0.24924877339725143,0.614,0.0009155510591374378,1,Enchente / chuva extrema (moderada),0.4853734002701593,Agravando
2912905,Ibirataia,14476,0.576,278.69,0.3982372607501231,0.23495904292761735,0.1785708458385827,0.5075564236652138,0.576,0.0019873746961658325,0,Seca (sertao) (baixa),0.4630109992961829,Estavel
2913002,Ibitiara,16463,0.585,244.68,0.5604050006291655,0.360912898412877,0.43130789732865676,0.6335423517003195,0.585,0.0024425175733654115,0,Seca (sertao) (baixa),0.6194517265647858,Estavel
2913101,Ibititá,17048,0.602,250.63,0.903279964503083,0.3014709152962411,0.5301772673949808,0.9365294824499908,0.602,0.003508672825336055,2,Seca (sertao) (moderada),0.8923971021239827,Estavel
2913200,Ibotirama,27076,0.636,337.12,0.8330144972029963,0.3121201308633162,0.7950294533873281,0.9977409462166607,0.636,0.0035381691435755437,2,Seca (sertao) (moderada),1.0,Estavel
2913309,Ichu,6232,0.631,296.17,0.7241837532258164,0.017916371523761077,0.610134658570881,1.0,0.631,0.0035742798395448647,2,Seca (sertao) (moderada),1.0,Agravando
2913408,Igaporã,15661,0.614,306.74,0.7141766088665819,0.39106142110361813,0.4414672796079757,0.7158196468392509,0.614,0.0026293787804144513,2,Seca (sertao) (moderada),0.8202030628142037,Estavel
2913457,Igrapiúna,12963,0.574,269.34,0.10566069548524698,0.8390674309791079,0.22675066841047484,0.02,0.574,7.858434072309442e-05,1,Enchente / chuva extrema (moderada),0.0018189200795763194,Estavel
2913507,Iguaí,27006,0.552,258.8,0.4666646848907265,0.3222577930661462,0.44283819040058725,0.6048873598293737,0.552,0.002471458613801872,0,Seca (sertao) (baixa),0.5305227202696923,Estavel
